"Course Code","Course Title","Course Description","Outcome Type","Period","Outcome Number","Outcome Text"
"S-ITCS329","Social Issues and Professional Practice","This course, social issues and professional practice, studies the social impact...","TLO","Final","TLO18","Identify strategies to enable appropriate freedom of expression."
"S-ITCS227","APPLICATION DEVELOPMENT AND EMERGING TECHNOLOGIES","This course focuses on the development of applications using web, mobile and emerging technologies with emphasis on requirements management, interface, design, usability, testing and deployment, including ethical and legal considerations.","CLO","General","CLO1","interpret the difference of front-end and back-development in web application"
"S-ITCS227","APPLICATION DEVELOPMENT AND EMERGING TECHNOLOGIES","This course focuses on the development of applications using web, mobile and emerging technologies...","CLO","General","CLO2","understand Web Development concept by dealing client-based case study"
"S-ITCS227","APPLICATION DEVELOPMENT AND EMERGING TECHNOLOGIES","This course focuses on the development of applications using web, mobile and emerging technologies...","CLO","General","CLO3","implement Object Oriented way of programming"
"S-ITCS227","APPLICATION DEVELOPMENT AND EMERGING TECHNOLOGIES","This course focuses on the development of applications using web, mobile and emerging technologies...","CLO","General","CLO4","manage website using Model, View and Control"
"S-ITCS227","APPLICATION DEVELOPMENT AND EMERGING TECHNOLOGIES","This course focuses on the development of applications using web, mobile and emerging technologies...","CLO","General","CLO5","develop and deploy complete Web Application in live server for pilot testing"
"S-ITCS227","APPLICATION DEVELOPMENT AND EMERGING TECHNOLOGIES","This course focuses on the development of applications using web, mobile and emerging technologies...","CLO","General","CLO6","demonstrate 21st century skills in all learning activities"
"S-ITCS227","APPLICATION DEVELOPMENT AND EMERGING TECHNOLOGIES","This course focuses on the development of applications using web, mobile and emerging technologies...","TLO","Midterm","TLO1","Learn and differentiate different web development software and its features"
"S-ITCS227","APPLICATION DEVELOPMENT AND EMERGING TECHNOLOGIES","This course focuses on the development of applications using web, mobile and emerging technologies...","TLO","Midterm","TLO2","Obtain tools in developing Web Application Project. Students can implement objects in their codes."
"S-ITCS227","APPLICATION DEVELOPMENT AND EMERGING TECHNOLOGIES","This course focuses on the development of applications using web, mobile and emerging technologies...","TLO","Midterm","TLO3","Design web application both front-end and back-end. Students can know and use different OOP programming techniques."
"S-ITCS227","APPLICATION DEVELOPMENT AND EMERGING TECHNOLOGIES","This course focuses on the development of applications using web, mobile and emerging technologies...","TLO","Midterm","TLO4","Design and Implements server-side controls."
"S-ITCS227","APPLICATION DEVELOPMENT AND EMERGING TECHNOLOGIES","This course focuses on the development of applications using web, mobile and emerging technologies...","TLO","Midterm","TLO5","Design and Implement Master page."
"S-ITCS227","APPLICATION DEVELOPMENT AND EMERGING TECHNOLOGIES","This course focuses on the development of applications using web, mobile and emerging technologies...","TLO","Midterm","TLO6","Create and Design Web application report tools."
"S-ITCS227","APPLICATION DEVELOPMENT AND EMERGING TECHNOLOGIES","This course focuses on the development of applications using web, mobile and emerging technologies...","TLO","Midterm","TLO7","Collaboration, Skilled Communication, Knowledge Construction, Self-Regulation, Real- World Problem Solving"
"S-ITCS227","APPLICATION DEVELOPMENT AND EMERGING TECHNOLOGIES","This course focuses on the development of applications using web, mobile and emerging technologies...","TLO","Final","TLO5","Understand and learn APIs and JSON."
"S-ITCS227","APPLICATION DEVELOPMENT AND EMERGING TECHNOLOGIES","This course focuses on the development of applications using web, mobile and emerging technologies...","TLO","Final","TLO7","Application of the course material to local situations. Collaboration, Skilled Communication..."
"S-ITCS226","Information Management","This course prepares the students to acquire the skills of creating, analyzing, and designing databases. This will help increase their understanding of the essentials of database modeling and design, the languages and facilities provided by the database management systems, and system implementation techniques.","CLO","General","CLO1","understand data models, schemas, instances, and their applications in the real world"
"S-ITCS226","Information Management","This course prepares the students to acquire the skills of creating, analyzing, and designing databases...","CLO","General","CLO2","design effective database schemas using Entity Relationship Diagram (ERD)"
"S-ITCS226","Information Management","This course prepares the students to acquire the skills of creating, analyzing, and designing databases...","CLO","General","CLO3","convert conceptual model into a relational schema"
"S-ITCS226","Information Management","This course prepares the students to acquire the skills of creating, analyzing, and designing databases...","CLO","General","CLO4","perform effective data management procedures"
"S-ITCS226","Information Management","This course prepares the students to acquire the skills of creating, analyzing, and designing databases...","CLO","General","CLO5","demonstrate 21st century skills in all learning activities"
"S-ITCS226","Information Management","This course prepares the students to acquire the skills of creating, analyzing, and designing databases...","TLO","Midterm","TLO1","Effectively explains the basic concepts of databases and data models."
"S-ITCS226","Information Management","This course prepares the students to acquire the skills of creating, analyzing, and designing databases...","TLO","Midterm","TLO2","Explains the features of database management systems, the architecture of database systems, and the role of database users."
"S-ITCS226","Information Management","This course prepares the students to acquire the skills of creating, analyzing, and designing databases...","TLO","Midterm","TLO3","Defines the basics of the relational data model"
"S-ITCS226","Information Management","This course prepares the students to acquire the skills of creating, analyzing, and designing databases...","TLO","Midterm","TLO4","State reasons why many system developers believe that data modeling is the most important part of the systems development process."
"S-ITCS226","Information Management","This course prepares the students to acquire the skills of creating, analyzing, and designing databases...","TLO","Midterm","TLO5","Write good names and definitions for entities, relationships, and attributes."
"S-ITCS226","Information Management","This course prepares the students to acquire the skills of creating, analyzing, and designing databases...","TLO","Midterm","TLO6","Draw an E-R diagram to represent common business situations."
"S-ITCS226","Information Management","This course prepares the students to acquire the skills of creating, analyzing, and designing databases...","TLO","Midterm","TLO7","Recognize when to use supertype/subtype relationships in data modeling."
"S-ITCS226","Information Management","This course prepares the students to acquire the skills of creating, analyzing, and designing databases...","TLO","Midterm","TLO8","Develop a supertype/subtype hierarchy for a realistic business situation."
"S-ITCS226","Information Management","This course prepares the students to acquire the skills of creating, analyzing, and designing databases...","TLO","Midterm","TLO9","Develop an entity cluster to simplify the presentation of an E-R diagram"
"S-ITCS226","Information Management","This course prepares the students to acquire the skills of creating, analyzing, and designing databases...","TLO","Final","TLO10","List properties of relations"
"S-ITCS226","Information Management","This course prepares the students to acquire the skills of creating, analyzing, and designing databases...","TLO","Final","TLO11","Transform an E-R (or EER) diagram into a logically equivalent set of relations"
"S-ITCS226","Information Management","This course prepares the students to acquire the skills of creating, analyzing, and designing databases...","TLO","Final","TLO12","Create relational tables that incorporate entity integrity and referential integrity constraints"
"S-ITCS226","Information Management","This course prepares the students to acquire the skills of creating, analyzing, and designing databases...","TLO","Final","TLO13","Demonstrate how relations can be normalized up to 3rd normal form."
"S-ITCS226","Information Management","This course prepares the students to acquire the skills of creating, analyzing, and designing databases...","TLO","Final","TLO14","Explains Functional Dependency and Functional Decomposition."
"S-ITCS226","Information Management","This course prepares the students to acquire the skills of creating, analyzing, and designing databases...","TLO","Final","TLO15","Applies various Normalization techniques for database design improvement."
"S-ITCS214","Data Structures and Algorithms","This course provides the concepts of abstract data types of common data structures such as lists, linked lists, stacks, queues, trees and graphs used in solving computer problems. This course also includes the study of time and space complexities of algorithms and the choice of appropriate data structures.","CLO","General","CLO1","Understand the importance of data structures and algorithms in application of daily living."
"S-ITCS214","Data Structures and Algorithms","This course provides the concepts of abstract data types of common data structures...","CLO","General","CLO2","Evaluate the running time of algorithms and data structures using big-oh notations."
"S-ITCS214","Data Structures and Algorithms","This course provides the concepts of abstract data types of common data structures...","CLO","General","CLO3","Analyze the features of each data structure and its operations and use it to design algorithms to solve real-world problems."
"S-ITCS214","Data Structures and Algorithms","This course provides the concepts of abstract data types of common data structures...","CLO","General","CLO4","Apply the most appropriate data structures given a specified real world problem."
"S-ITCS214","Data Structures and Algorithms","This course provides the concepts of abstract data types of common data structures...","CLO","General","CLO5","Create codes written in Java for various algorithms and data structures."
"S-ITCS214","Data Structures and Algorithms","This course provides the concepts of abstract data types of common data structures...","CLO","General","CLO6","Demonstrate 21st century skills in all learning activities."
"S-ITCS214","Data Structures and Algorithms","This course provides the concepts of abstract data types of common data structures...","TLO","Midterm","TLO1","Distinguish the differences between algorithms and data structures."
"S-ITCS214","Data Structures and Algorithms","This course provides the concepts of abstract data types of common data structures...","TLO","Midterm","TLO2","Identify the criteria for efficient algorithms."
"S-ITCS214","Data Structures and Algorithms","This course provides the concepts of abstract data types of common data structures...","TLO","Midterm","TLO3","Calculate the running time of codes following specific rules."
"S-ITCS214","Data Structures and Algorithms","This course provides the concepts of abstract data types of common data structures...","TLO","Midterm","TLO4","Construct pseudo-language implementations of lists and its operations."
"S-ITCS214","Data Structures and Algorithms","This course provides the concepts of abstract data types of common data structures...","TLO","Midterm","TLO5","Write algorithms for linked list and its variations."
"S-ITCS214","Data Structures and Algorithms","This course provides the concepts of abstract data types of common data structures...","TLO","Midterm","TLO6","Understand the concept of a stacks and its operations."
"S-ITCS214","Data Structures and Algorithms","This course provides the concepts of abstract data types of common data structures...","TLO","Midterm","TLO7","Collaboration, Skilled Communication, Knowledge Construction, Self-Regulation..."
"S-ITCS214","Data Structures and Algorithms","This course provides the concepts of abstract data types of common data structures...","TLO","Final","TLO8","Apply various applications of queue operations to real life scenarios."
"S-ITCS214","Data Structures and Algorithms","This course provides the concepts of abstract data types of common data structures...","TLO","Final","TLO9","Identify the different terminologies used in trees."
"S-ITCS214","Data Structures and Algorithms","This course provides the concepts of abstract data types of common data structures...","TLO","Final","TLO10","Explore different applications of binary trees."
"S-ITCS214","Data Structures and Algorithms","This course provides the concepts of abstract data types of common data structures...","TLO","Final","TLO11","Discover the varied ways of graph representations and applications."
"S-ITCS214","Data Structures and Algorithms","This course provides the concepts of abstract data types of common data structures...","TLO","Final","TLO12","Determine the steps in creating recursive routines."
"S-ITCS214","Data Structures and Algorithms","This course provides the concepts of abstract data types of common data structures...","TLO","Final","TLO13","Use and apply Java structure and elements to implement the algorithms and data structures covered in this course."
"ITCS214LA","DATA STRUCTURES AND ALGORITHM [LABORATORY]","This course provides the concepts of abstract data types of common data structures such as lists, linked lists, stacks, queues, trees and graphs used in solving computer problems. This course also includes the study of time and space complexities of algorithms and the choice of appropriate data structures.","CLO","General","CLO1","Understand the importance of data structures and algorithms in application of daily living."
"ITCS214LA","DATA STRUCTURES AND ALGORITHM [LABORATORY]","This course provides the concepts of abstract data types of common data structures...","CLO","General","CLO2","Evaluate the running time of algorithms and data structures using big-oh notations."
"ITCS214LA","DATA STRUCTURES AND ALGORITHM [LABORATORY]","This course provides the concepts of abstract data types of common data structures...","CLO","General","CLO3","Analyze the features of each data structure and its operations and use it to design algorithms to solve real-world problems."
"ITCS214LA","DATA STRUCTURES AND ALGORITHM [LABORATORY]","This course provides the concepts of abstract data types of common data structures...","CLO","General","CLO4","Apply the most appropriate data structures given a specified real world problem."
"ITCS214LA","DATA STRUCTURES AND ALGORITHM [LABORATORY]","This course provides the concepts of abstract data types of common data structures...","CLO","General","CLO5","Create codes written in Java for various algorithms and data structures."
"ITCS214LA","DATA STRUCTURES AND ALGORITHM [LABORATORY]","This course provides the concepts of abstract data types of common data structures...","CLO","General","CLO6","Demonstrate 21st century skills in all learning activities."
"ITCS214LA","DATA STRUCTURES AND ALGORITHM [LABORATORY]","This course provides the concepts of abstract data types of common data structures...","TLO","Midterm","TLO1","Distinguish the differences between algorithms and data structures."
"ITCS214LA","DATA STRUCTURES AND ALGORITHM [LABORATORY]","This course provides the concepts of abstract data types of common data structures...","TLO","Midterm","TLO2","Identify the criteria for efficient algorithms."
"ITCS214LA","DATA STRUCTURES AND ALGORITHM [LABORATORY]","This course provides the concepts of abstract data types of common data structures...","TLO","Midterm","TLO3","Calculate the running time of codes following specific rules."
"ITCS214LA","DATA STRUCTURES AND ALGORITHM [LABORATORY]","This course provides the concepts of abstract data types of common data structures...","TLO","Midterm","TLO4","Construct pseudo-language implementations of lists and its operations."
"ITCS214LA","DATA STRUCTURES AND ALGORITHM [LABORATORY]","This course provides the concepts of abstract data types of common data structures...","TLO","Midterm","TLO5","Write algorithms for linked list and its variations."
"ITCS214LA","DATA STRUCTURES AND ALGORITHM [LABORATORY]","This course provides the concepts of abstract data types of common data structures...","TLO","Midterm","TLO6","Understand the concept of a stacks and its operations."
"ITCS214LA","DATA STRUCTURES AND ALGORITHM [LABORATORY]","This course provides the concepts of abstract data types of common data structures...","TLO","Midterm","TLO7","Collaboration, Skilled Communication, Knowledge Construction..."
"ITCS214LA","DATA STRUCTURES AND ALGORITHM [LABORATORY]","This course provides the concepts of abstract data types of common data structures...","TLO","Final","TLO8","Apply various applications of queue operations to real life scenarios."
"ITCS214LA","DATA STRUCTURES AND ALGORITHM [LABORATORY]","This course provides the concepts of abstract data types of common data structures...","TLO","Final","TLO9","Identify the different terminologies used in trees."
"ITCS214LA","DATA STRUCTURES AND ALGORITHM [LABORATORY]","This course provides the concepts of abstract data types of common data structures...","TLO","Final","TLO10","Explore different applications of binary trees."
"ITCS214LA","DATA STRUCTURES AND ALGORITHM [LABORATORY]","This course provides the concepts of abstract data types of common data structures...","TLO","Final","TLO11","Discover the varied ways of graph representations and applications."
"ITCS214LA","DATA STRUCTURES AND ALGORITHM [LABORATORY]","This course provides the concepts of abstract data types of common data structures...","TLO","Final","TLO12","Determine the steps in creating recursive routines."
"ITCS214LA","DATA STRUCTURES AND ALGORITHM [LABORATORY]","This course provides the concepts of abstract data types of common data structures...","TLO","Final","TLO13","Use and apply Java structure and elements to implement the algorithms and data structures covered in this course."
"S-ITCS318LA","INFORMATION ASSURANCE AND SECURITY [Laboratory]","This course examines fundamentals of network security involved in creating and managing secure computer network environments. Both hardware and software topics are considered including authentication methods, remote access, network security architectures and devices, cryptography, forensics, and disaster recovery plans.","CLO","General","CLO1","understand the players in the cybersecurity world and the motivation of cyber criminals and cybersecurity specialists"
"S-ITCS318LA","INFORMATION ASSURANCE AND SECURITY [Laboratory]","This course examines fundamentals of network security...","CLO","General","CLO2","analyze security attacks, symptoms, processes, and countermeasures"
"S-ITCS318LA","INFORMATION ASSURANCE AND SECURITY [Laboratory]","This course examines fundamentals of network security...","CLO","General","CLO3","apply skills in security management, controls, protection, and mitigation technologies"
"S-ITCS318LA","INFORMATION ASSURANCE AND SECURITY [Laboratory]","This course examines fundamentals of network security...","CLO","General","CLO4","explain how cybersecurity professionals use technologies, processes and procedures to defend all components of the network"
"S-ITCS318LA","INFORMATION ASSURANCE AND SECURITY [Laboratory]","This course examines fundamentals of network security...","CLO","General","CLO5","create a security measure plan for the different Cybersecurity domains"
"S-ITCS318LA","INFORMATION ASSURANCE AND SECURITY [Laboratory]","This course examines fundamentals of network security...","CLO","General","CLO6","demonstrate 21st century skills in all learning activities"
"S-ITCS318LA","INFORMATION ASSURANCE AND SECURITY [Laboratory]","This course examines fundamentals of network security...","TLO","Midterm","TLO1","Describe the common characteristics comprising the cybersecurity world."
"S-ITCS318LA","INFORMATION ASSURANCE AND SECURITY [Laboratory]","This course examines fundamentals of network security...","TLO","Midterm","TLO2","Understand the three principles of information assurance and security."
"S-ITCS318LA","INFORMATION ASSURANCE AND SECURITY [Laboratory]","This course examines fundamentals of network security...","TLO","Midterm","TLO3","Differentiate the types of malwares and malicious code."
"S-ITCS318LA","INFORMATION ASSURANCE AND SECURITY [Laboratory]","This course examines fundamentals of network security...","TLO","Midterm","TLO4","Compare the different methods used in social engineering."
"S-ITCS318LA","INFORMATION ASSURANCE AND SECURITY [Laboratory]","This course examines fundamentals of network security...","TLO","Midterm","TLO5","Explain how encryption techniques protect confidentiality."
"S-ITCS318LA","INFORMATION ASSURANCE AND SECURITY [Laboratory]","This course examines fundamentals of network security...","TLO","Midterm","TLO6","Explain processes used to ensure integrity."
"S-ITCS318LA","INFORMATION ASSURANCE AND SECURITY [Laboratory]","This course examines fundamentals of network security...","TLO","Midterm","TLO7","Explain the concept of high availability."
"S-ITCS318LA","INFORMATION ASSURANCE AND SECURITY [Laboratory]","This course examines fundamentals of network security...","TLO","Final","TLO6","Explain processes used to ensure integrity."
"S-ITCS318LA","INFORMATION ASSURANCE AND SECURITY [Laboratory]","This course examines fundamentals of network security...","TLO","Final","TLO7","Explain the concept of high availability."
"S-ITCS318LA","INFORMATION ASSURANCE AND SECURITY [Laboratory]","This course examines fundamentals of network security...","TLO","Final","TLO8","Explain how processes and procedures protect systems."
"S-ITCS318LA","INFORMATION ASSURANCE AND SECURITY [Laboratory]","This course examines fundamentals of network security...","TLO","Final","TLO9","Explain how to implement security measures to protect network devices."
"S-ITCS318LA","INFORMATION ASSURANCE AND SECURITY [Laboratory]","This course examines fundamentals of network security...","TLO","Final","TLO10","Document the security measure plan for the different Cybersecurity domains."
"S-ITCS318","INFORMATION ASSURANCE AND SECURITY","This course examines fundamentals of network security involved in creating and managing secure computer network environments. Both hardware and software topics are considered including authentication methods, remote access, network security architectures and devices, cryptography, forensics, and disaster recovery plans.","CLO","General","CLO1","understand the players in the cybersecurity world and the motivation of cyber criminals and cybersecurity specialists"
"S-ITCS318","INFORMATION ASSURANCE AND SECURITY","This course examines fundamentals of network security involved...","CLO","General","CLO2","analyze security attacks, symptoms, processes, and countermeasures"
"S-ITCS318","INFORMATION ASSURANCE AND SECURITY","This course examines fundamentals of network security involved...","CLO","General","CLO3","apply skills in security management, controls, protection, and mitigation technologies"
"S-ITCS318","INFORMATION ASSURANCE AND SECURITY","This course examines fundamentals of network security involved...","CLO","General","CLO4","explain how cybersecurity professionals use technologies, processes and procedures to defend all components of the network"
"S-ITCS318","INFORMATION ASSURANCE AND SECURITY","This course examines fundamentals of network security involved...","CLO","General","CLO5","create a security measure plan for the different Cybersecurity domains"
"S-ITCS318","INFORMATION ASSURANCE AND SECURITY","This course examines fundamentals of network security involved...","CLO","General","CLO6","demonstrate 21st century skills in all learning activities"
"S-ITCS318","INFORMATION ASSURANCE AND SECURITY","This course examines fundamentals of network security involved...","TLO","Midterm","TLO1","Describe the common characteristics comprising the cybersecurity world."
"S-ITCS318","INFORMATION ASSURANCE AND SECURITY","This course examines fundamentals of network security involved...","TLO","Midterm","TLO2","Understand the three principles of information assurance and security."
"S-ITCS318","INFORMATION ASSURANCE AND SECURITY","This course examines fundamentals of network security involved...","TLO","Midterm","TLO3","Differentiate the types of malwares and malicious code"
"S-ITCS318","INFORMATION ASSURANCE AND SECURITY","This course examines fundamentals of network security involved...","TLO","Midterm","TLO4","Compare the different methods used in social engineering"
"S-ITCS318","INFORMATION ASSURANCE AND SECURITY","This course examines fundamentals of network security involved...","TLO","Midterm","TLO5","Explain how encryption techniques protect confidentiality."
"S-ITCS318","INFORMATION ASSURANCE AND SECURITY","This course examines fundamentals of network security involved...","TLO","Midterm","TLO6","Explain processes used to ensure integrity."
"S-ITCS318","INFORMATION ASSURANCE AND SECURITY","This course examines fundamentals of network security involved...","TLO","Midterm","TLO7","Explain the concept of high availability."
"S-ITCS318","INFORMATION ASSURANCE AND SECURITY","This course examines fundamentals of network security involved...","TLO","Final","TLO6","Explain processes used to ensure integrity."
"S-ITCS318","INFORMATION ASSURANCE AND SECURITY","This course examines fundamentals of network security involved...","TLO","Final","TLO7","Explain the concept of high availability."
"S-ITCS318","INFORMATION ASSURANCE AND SECURITY","This course examines fundamentals of network security involved...","TLO","Final","TLO8","Explain how processes and procedures protect systems."
"S-ITCS318","INFORMATION ASSURANCE AND SECURITY","This course examines fundamentals of network security involved...","TLO","Final","TLO9","Explain how to implement security measures to protect network devices."
"S-ITCS318","INFORMATION ASSURANCE AND SECURITY","This course examines fundamentals of network security involved...","TLO","Final","TLO10","Document the security measure plan for the different Cybersecurity domains."
"S-ITCS125LA","Human-Computer Interaction","The course is about understanding what it means to be a user of a computer and, therefore, how to create related products and services that work seamlessly. This course provides a comprehensive introduction and deep dive into HCI, so students can create designs that provide outstanding user experiences.","CLO","General","CLO1","Develop an understanding of the basic concepts about the relevance of human and computer interaction, including their abilities and limitations, and how these principles apply to using Figma effectively."
"S-ITCS125LA","Human-Computer Interaction","The course is about understanding what it means to be a user of a computer...","CLO","General","CLO2","Analyze different concepts concerning effective and usable graphical computer interfaces, and apply these concepts in designing user interfaces using Figma."
"S-ITCS125LA","Human-Computer Interaction","The course is about understanding what it means to be a user of a computer...","CLO","General","CLO3","Formulate different techniques and concepts of human-computer interaction in creating interface designs for computer/IT applications using Figma's prototyping tools."
"S-ITCS125LA","Human-Computer Interaction","The course is about understanding what it means to be a user of a computer...","CLO","General","CLO4","Apply a variety of simple methods for evaluating the quality of a user interface, including collaborative review and feedback processes within Figma."
"S-ITCS125LA","Human-Computer Interaction","The course is about understanding what it means to be a user of a computer...","CLO","General","CLO5","Evaluate the methods and techniques used in design for usability requirements, ensuring that designs created in Figma are responsive and meet diverse user needs."
"S-ITCS125LA","Human-Computer Interaction","The course is about understanding what it means to be a user of a computer...","CLO","General","CLO6","Cultivate essential 21st-century skills such as critical thinking, creativity, collaboration, and communication through the practical application of Figma in design projects."
